id,split,stratum,problem_type,question_length,answer_sign,answer_magnitude
train-012834,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,262,positive,d1
train-012835,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,126,positive,d2
train-012836,train,le128|negative|d3|algebra,algebra,114,negative,d3
train-012837,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,426,positive,d2
train-012838,train,129_256|positive|d2|number_theory,number_theory,172,positive,d2
train-012839,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,55,positive,d1
train-012840,train,257_512|positive|d3|combinatorics_probability,combinatorics_probability,394,positive,d3
train-012841,train,129_256|positive|d1|geometry,geometry,247,positive,d1
train-012842,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,83,positive,d1
train-012843,train,le128|positive|d1|geometry,geometry,118,positive,d1
train-012844,train,le128|negative|d3|algebra,algebra,85,negative,d3
train-012845,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,136,positive,d2
train-012846,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,227,positive,d2
train-012847,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,264,positive,d2
train-012848,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,254,positive,d1
train-012849,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,482,positive,d1
train-012850,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,125,positive,d2
train-012851,train,129_256|positive|d4_5|geometry,geometry,235,positive,d4_5
train-012852,train,257_512|positive|d3|geometry,geometry,305,positive,d3
train-012853,validation,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,67,positive,d2
train-012854,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,207,positive,d2
train-012855,validation,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,69,positive,d3
train-012856,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,131,positive,d2
train-012857,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,170,positive,d2
train-012858,train,129_256|positive|d1|geometry,geometry,207,positive,d1
train-012859,validation,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,51,positive,d1
train-012860,train,129_256|positive|d1|number_theory,number_theory,147,positive,d1
train-012861,train,gt512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,650,positive,d1
train-012863,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,255,positive,d1
train-012864,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,144,positive,d1
train-012865,train,le128|positive|d2|algebra,algebra,109,positive,d2
train-012866,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,223,positive,d1
train-012867,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,143,positive,d2
train-012868,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,210,positive,d2
train-012869,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,181,positive,d2
train-012870,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,222,positive,d4_5
train-012871,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,184,positive,d1
train-012872,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,334,positive,d2
train-012876,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,387,positive,d3
train-012877,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,248,positive,d3
train-012878,train,129_256|positive|d2|algebra,algebra,161,positive,d2
train-012879,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,178,positive,d4_5
train-012880,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,96,positive,d1
train-012881,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,136,positive,d2
train-012882,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,187,positive,d2
train-012883,train,129_256|positive|d2|number_theory,number_theory,130,positive,d2
train-012884,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,285,positive,d2
train-012885,train,129_256|positive|d2|algebra,algebra,137,positive,d2
train-012886,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,380,positive,d2
train-012887,train,gt512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,589,positive,d2
train-012888,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,210,positive,d2
train-012889,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,447,positive,d3
train-012890,train,le128|positive|d1|geometry,geometry,114,positive,d1
train-012891,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,390,positive,d1
train-012892,train,le128|negative|d1|arithmetic_word_problem,arithmetic_word_problem,109,negative,d1
train-012893,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,256,positive,d2
train-012894,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,178,positive,d2
train-012895,train,257_512|positive|d1|number_theory,number_theory,339,positive,d1
train-012896,validation,129_256|positive|d1|algebra,algebra,139,positive,d1
train-012897,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,507,positive,d4_5
train-012898,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,196,positive,d2
train-012899,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,176,positive,d3
train-012900,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,159,positive,d2
train-012901,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,275,positive,d2
train-012902,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,232,positive,d4_5
train-012903,train,129_256|positive|d2|geometry,geometry,160,positive,d2
train-012904,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,231,positive,d3
train-012905,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,337,positive,d3
train-012906,train,129_256|positive|d2|algebra,algebra,188,positive,d2
train-012907,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,430,positive,d2
train-012908,validation,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,185,positive,d3
train-012909,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,111,positive,d2
train-012910,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,255,positive,d2
train-012911,validation,129_256|positive|d1|geometry,geometry,137,positive,d1
train-012912,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,379,positive,d4_5
train-012913,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,157,positive,d1
train-012914,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,151,positive,d1
train-012915,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,286,positive,d1
train-012916,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,194,positive,d2
train-012917,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,255,positive,d1
train-012918,train,129_256|positive|d2|algebra,algebra,167,positive,d2
train-012919,validation,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,398,positive,d2
train-012920,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,342,positive,d3
train-012921,train,129_256|zero|d1|algebra,algebra,129,zero,d1
train-012922,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,385,positive,d2
train-012923,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,313,positive,d2
train-012924,train,257_512|positive|d4_5|combinatorics_probability,combinatorics_probability,339,positive,d4_5
train-012925,validation,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,382,positive,d1
train-012926,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,113,positive,d2
train-012927,train,257_512|positive|d4_5|geometry,geometry,367,positive,d4_5
train-012928,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,245,positive,d2
train-012929,train,129_256|positive|d1|algebra,algebra,233,positive,d1
train-012930,train,129_256|positive|d2|combinatorics_probability,combinatorics_probability,207,positive,d2
train-012931,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,192,positive,d2
train-012932,validation,gt512|positive|d4_5|geometry,geometry,733,positive,d4_5
train-012933,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,114,positive,d1
train-012934,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,137,positive,d3
train-012935,train,129_256|positive|d1|algebra,algebra,162,positive,d1
train-012936,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,321,positive,d1
train-012937,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,292,positive,d2
train-012938,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,201,positive,d3
train-012939,train,gt512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,594,positive,d1
train-012940,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,220,positive,d2
train-012941,validation,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,117,positive,d1
train-012942,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,90,positive,d1
train-012943,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,347,positive,d2
train-012944,train,le128|positive|d2|combinatorics_probability,combinatorics_probability,89,positive,d2
train-012945,train,129_256|positive|d4_5|number_theory,number_theory,195,positive,d4_5
train-012946,train,129_256|positive|d2|geometry,geometry,158,positive,d2
train-012947,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,159,positive,d2
train-012948,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,217,positive,d2
train-012949,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,215,positive,d1
train-012950,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,226,positive,d2
train-012951,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,139,positive,d2
train-012952,train,gt512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,622,positive,d1
train-012953,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,505,positive,d2
train-012954,train,129_256|positive|d3|geometry,geometry,212,positive,d3
train-012955,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,192,positive,d2
train-012956,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,69,positive,d2
train-012957,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,397,positive,d3
train-012958,validation,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,367,positive,d3
train-012959,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,110,positive,d2
train-012960,train,257_512|positive|d1|geometry,geometry,307,positive,d1
train-012961,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,296,positive,d2
train-012962,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,237,positive,d2
train-012963,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,154,positive,d1
train-012964,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,12,positive,d2
train-012965,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,360,positive,d2
train-012966,train,257_512|positive|d2|geometry,geometry,310,positive,d2
train-012967,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,230,positive,d3
train-012968,train,257_512|positive|d1|combinatorics_probability,combinatorics_probability,339,positive,d1
train-012969,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,161,positive,d2
train-012970,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,205,positive,d2
train-012971,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,199,positive,d2
train-012972,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,430,positive,d2
train-012973,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,203,positive,d2
train-012974,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,102,positive,d2
train-012976,validation,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,137,positive,d3
train-012977,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,153,positive,d2
train-012978,train,257_512|positive|d6_plus|combinatorics_probability,combinatorics_probability,448,positive,d6_plus
train-012979,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,290,positive,d2
train-012980,train,le128|negative|d2|algebra,algebra,88,negative,d2
train-012981,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,132,positive,d4_5
train-012982,train,257_512|positive|d2|geometry,geometry,265,positive,d2
train-012983,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,99,positive,d3
train-012984,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,348,positive,d3
train-012985,train,129_256|positive|d1|number_theory,number_theory,143,positive,d1
train-012986,train,gt512|positive|d3|combinatorics_probability,combinatorics_probability,946,positive,d3
